Date(UTC),Time,Order No,Pair,Type,Order Price,Order Amount,Avg Trading Price,Filled,Total,status,,BTC Receive,BTC Pay,USDT Receive,USDT Pay,BTC Wallet Ballance,USDT Wallet Ballance,BTC Wallet Ballance Est USDT,Both Wallet Ballance (USDT),Spot Profit (USDT),Running Tot Profit (USDT),Daily Running Tot Profit (USDT),Trade Number,Daily % Profit,% Profit Since Start,Day Number,
,,,,,,,,,,,,,,,,1e-05, 104.5162
19/12/2022, 13:14:11, 2147483647, BTCUSDT, BUY , 0.00, 0.00626000, 16746.710, 0.00626000, 104.83440, Filled, , 0.00626, , , -104.83440, 0.00626, 0.14179, 104.83440, 104.97620, 0.00000, 0.29243, 0.00313
19/12/2022, 13:19:42, 2147483647, BTCUSDT, SELL, 0.00, 0.00625000, 16744.080, 0.00625000, 104.65050, Filled, , , -0.00625, 104.65050, , 0.00001, 104.79229, 0.16744, 104.95973, -0.01646, 0.27597, -0.01334, 10
19/12/2022, 13:50:43, 2147483647, BTCUSDT, BUY , 0.00, 0.00626000, 16722.828, 0.00626000, 104.68490, Filled, , 0.00626, , , -104.68490, 0.00627, 0.10739, 104.85213, 104.95952, -0.00021, 0.27575, -0.01355
19/12/2022, 13:57:18, 2147483647, BTCUSDT, SELL, 0.00, 0.00626000, 16724.270, 0.00626000, 104.69393, Filled, , , -0.00626, 104.69393, , 0.00001, 104.80132, 0.16724, 104.96856, 0.00904, 0.28480, -0.00451, 11
19/12/2022, 15:46:05, 2147483647, BTCUSDT, BUY , 0.00, 0.00627000, 16702.930, 0.00627000, 104.72737, Filled, , 0.00627, , , -104.72737, 0.00628, 0.07395, 104.89440, 104.96835, -0.00021, 0.28458, -0.00472
19/12/2022, 16:10:18, 2147483647, BTCUSDT, SELL, 0.00, 0.00627000, 16677.400, 0.00627000, 104.56730, Filled, , , -0.00627, 104.56730, , 0.00001, 104.64125, 0.16677, 104.80802, -0.16033, 0.12425, -0.16505, 12
19/12/2022, 16:30:16, 2147483647, BTCUSDT, BUY , 0.00, 0.00628000, 16638.690, 0.00628000, 104.49097, Filled, , 0.00628, , , -104.49097, 0.00629, 0.15027, 104.65736, 104.80763, -0.00039, 0.12387, -0.16544
19/12/2022, 16:52:26, 2147483647, BTCUSDT, SELL, 0.00, 0.00629000, 16639.500, 0.00629000, 104.66245, Filled, , , -0.00629, 104.66245, , -0.00000, 104.81273, -0.00000, 104.81273, 0.00509, 0.12896, -0.16034, 13
19/12/2022, 18:43:20, 2147483647, BTCUSDT, BUY , 0.00, 0.00631000, 16593.566, 0.00631000, 104.70540, Filled, , 0.00631, , , -104.70540, 0.00631, 0.10733, 104.70540, 104.81273, 0.00000, 0.12896, -0.16034
19/12/2022, 19:11:08, 2147483647, BTCUSDT, SELL, 0.00, 0.00631000, 16560.930, 0.00631000, 104.49947, Filled, , , -0.00631, 104.49947, , -0.00000, 104.60679, -0.00000, 104.60679, -0.20593, -0.07697, -0.36628, 14
19/12/2022, 19:32:12, 2147483647, BTCUSDT, BUY , 0.00, 0.00631000, 16551.380, 0.00631000, 104.43921, Filled, , 0.00631, , , -104.43921, 0.00631, 0.16759, 104.43921, 104.60679, 0.00000, -0.07697, -0.36628
19/12/2022, 19:34:31, 2147483647, BTCUSDT, SELL, 0.00, 0.00631000, 16552.100, 0.00631000, 104.44375, Filled, , , -0.00631, 104.44375, , -0.00000, 104.61134, -0.00000, 104.61134, 0.00454, -0.07243, -0.36173, 15
19/12/2022, 20:05:27, 2147483647, BTCUSDT, BUY , 0.00, 0.00631000, 16559.610, 0.00631000, 104.49114, Filled, , 0.00631, , , -104.49114, 0.00631, 0.12020, 104.49114, 104.61134, 0.00000, -0.07243, -0.36173
19/12/2022, 20:07:50, 2147483647, BTCUSDT, SELL, 0.00, 0.00630000, 16561.570, 0.00630000, 104.33789, Filled, , , -0.00630, 104.33789, , 0.00001, 104.45809, 0.16562, 104.62370, 0.01237, -0.06006, -0.34937, 16
19/12/2022, 22:04:12, 2147483647, BTCUSDT, BUY , 0.00, 0.00629000, 16595.730, 0.00629000, 104.38714, Filled, , 0.00629, , , -104.38714, 0.00630, 0.07095, 104.55310, 104.62405, 0.00034, -0.05972, -0.34902
19/12/2022, 22:10:57, 2147483647, BTCUSDT, SELL, 0.00, 0.00629000, 16603.710, 0.00629000, 104.43734, Filled, , , -0.00629, 104.43734, , 0.00001, 104.50828, 0.16604, 104.67432, 0.05027, -0.00945, -0.29875, 17
19/12/2022, 23:20:52, 2147483647, BTCUSDT, BUY , 0.00, 0.00637000, 16383.470, 0.00637000, 104.36270, Filled, , 0.00637, , , -104.36270, 0.00638, 0.14558, 104.52654, 104.67212, -0.00220, -0.01165, -0.30095
19/12/2022, 23:28:28, 2147483647, BTCUSDT, SELL, 0.00, 0.00637000, 16420.430, 0.00637000, 104.59814, Filled, , , -0.00637, 104.59814, , 0.00001, 104.74372, 0.16420, 104.90792, 0.23580, 0.22416, -0.06515, 18, -0.06206%, 0.21413%, 2

20/12/2022, 01:19:21, 2147483647, BTCUSDT, BUY , 0.00, 0.00635000, 16477.619, 0.00635000, 104.63288, Filled, , 0.00635, , , -104.63288, 0.00636, 0.11084, 104.79766, 104.90849, 0.00057, 0.22473, 0.00057
20/12/2022, 01:22:48, 2147483647, BTCUSDT, SELL, 0.00, 0.00635000, 16481.440, 0.00635000, 104.65714, Filled, , , -0.00635, 104.65714, , 0.00001, 104.76798, 0.16481, 104.93280, 0.02430, 0.24903, 0.02487, 1
20/12/2022, 02:09:13, 2147483647, BTCUSDT, BUY , 0.00, 0.00632000, 16563.650, 0.00632000, 104.68227, Filled, , 0.00632, , , -104.68227, 0.00633, 0.08571, 104.84790, 104.93362, 0.00082, 0.24985, 0.02570
20/12/2022, 02:13:46, 2147483647, BTCUSDT, SELL, 0.00, 0.00632000, 16563.274, 0.00632000, 104.67989, Filled, , , -0.00632, 104.67989, , 0.00001, 104.76560, 0.16563, 104.93124, -0.00238, 0.24747, 0.02331, 2
20/12/2022, 03:19:11, 2147483647, BTCUSDT, BUY , 0.00, 0.00627000, 16689.400, 0.00627000, 104.64254, Filled, , 0.00627, , , -104.64254, 0.00628, 0.12306, 104.80943, 104.93250, 0.00126, 0.24873, 0.02457
20/12/2022, 03:32:29, 2147483647, BTCUSDT, SELL, 0.00, 0.00627000, 16704.960, 0.00627000, 104.74010, Filled, , , -0.00627, 104.74010, , 0.00001, 104.86316, 0.16705, 105.03021, 0.09772, 0.34645, 0.12229, 3
20/12/2022, 03:46:54, 2147483647, BTCUSDT, BUY , 0.00, 0.00628000, 16692.200, 0.00628000, 104.82702, Filled, , 0.00628, , , -104.82702, 0.00629, 0.03615, 104.99394, 105.03009, -0.00013, 0.34632, 0.12216
20/12/2022, 03:53:32, 2147483647, BTCUSDT, SELL, 0.00, 0.00628000, 16705.729, 0.00628000, 104.91198, Filled, , , -0.00628, 104.91198, , 0.00001, 104.94813, 0.16706, 105.11518, 0.08510, 0.43142, 0.20726, 4
20/12/2022, 05:13:14, 2147483647, BTCUSDT, BUY , 0.00, 0.00625000, 16782.100, 0.00625000, 104.88813, Filled, , 0.00625, , , -104.88813, 0.00626, 0.06000, 105.05595, 105.11595, 0.00076, 0.43218, 0.20802
20/12/2022, 05:38:52, 2147483647, BTCUSDT, SELL, 0.00, 0.00626000, 16762.716, 0.00626000, 104.93460, Filled, , , -0.00626, 104.93460, , -0.00000, 104.99460, -0.00000, 104.99460, -0.12134, 0.31084, 0.08668, 5
20/12/2022, 07:17:26, 2147483647, BTCUSDT, BUY , 0.00, 0.00624000, 16812.400, 0.00624000, 104.90938, Filled, , 0.00624, , , -104.90938, 0.00624, 0.08523, 104.90938, 104.99460, 0.00000, 0.31084, 0.08668
20/12/2022, 07:35:14, 2147483647, BTCUSDT, SELL, 0.00, 0.00624000, 16796.990, 0.00624000, 104.81322, Filled, , , -0.00624, 104.81322, , -0.00000, 104.89845, -0.00000, 104.89845, -0.09616, 0.21468, -0.00948, 6
20/12/2022, 07:47:27, 2147483647, BTCUSDT, BUY , 0.00, 0.00624000, 16797.870, 0.00624000, 104.81871, Filled, , 0.00624, , , -104.81871, 0.00624, 0.07974, 104.81871, 104.89845, 0.00000, 0.21468, -0.00948
20/12/2022, 07:55:12, 2147483647, BTCUSDT, SELL, 0.00, 0.00623000, 16808.240, 0.00623000, 104.71534, Filled, , , -0.00623, 104.71534, , 0.00001, 104.79507, 0.16808, 104.96315, 0.06471, 0.27939, 0.05523, 7
