Date(UTC),Wallet Ballance (USDT),Profit Since Start (USDT),Daily Profit (USDT),Number Of Trades,Daily % Profit,% Profit Since Start,Day Number,
18/12/2022, 105.12889, 0.44515355947, 0.44515355947, 22.5, 0.42524%, 0.42524%, 1
19/12/2022, 102.81, -1.8704, -2.3155, 18, -2.2026%, -1.7867%, 2
20/12/2022, 105.67, 0.98158, 2.852, 22, 2.7739%, 0.93766%, 3
21/12/2022, 104.53, -0.15712, -1.1387, 15, -1.0776%, -0.15009%, 4
22/12/2022, 105.39, 0.7034, 0.86052, 14, 0.82325%, 0.67193%, 5
23/12/2022, 105.42, 0.73553, 0.032126, 16, 0.030484%, 0.70262%, 6
24/12/2022, 106.16, 1.4741, 0.73857, 16, 0.7006%, 1.4081%, 7
